장면명,REF 코드,TH 색인,관찰 좌표,등록 시각,마지막 검토,연결 장면,원문 위치,원문 확보,인물,작품명,장면 ID,장면 역할,장면 조건,집필 지시문 없음,집필용 준비,표면 모방 위험,화수
778화 · 종족 배신자 비난과 살해·권한 회수 주장 앞에서 동료가 공개적으로 경계를 긋는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae819a83bffda262ebc9c5,순혈단을 떠난 에르웬은 고향에서 배신자로 불리고 살해해 권한을 회수하자는 주장까지 듣는다. 비요른은 공개적으로 모욕과 위협을 중단시키며 개인 선택의 안전선부터 확보한다.,2026년 8월 5일 오전 9:06,2026년 8월 5일,778~779화 공동체 비용 인정 / 779화 동생과 미완 회복,"363,287~363,430행",Yes,"에르웬 포르나치 디 테르시아, 비요른 얀델, 요정족 순혈단·마을 주민",게임 속 바바리안으로 살아남기,SCENE-129,"핵심, 후속",공공 성격의 희귀 권한을 가진 인물이 종족 의무를 떠나 개인 선택을 했고 공동체가 손실을 주장함,Yes,대비 포함 준비,높음,778화
778~779화 · 순혈단 탈퇴의 공동체 비용을 인정하고 동생과의 관계가 일부 회복됐음을 확인하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae819a83bffda262ebc9c5,"에르웬은 순혈이 종족의 공공 자원이라는 비난 근거와 회수 논리를 직접 설명한다. 비요른은 종족에 갚을 방법을 찾겠다고 하고, 복수 중 멀어진 동생과는 최근에야 말을 다시 섞기 시작했다고 확인한다.",2026년 8월 5일 오전 9:06,2026년 8월 5일,778화 공개 모욕 차단 / 779화 동생과 상실 대화,"363,599~363,691행",Yes,"에르웬 포르나치 디 테르시아, 비요른 얀델, 메이 포윈 디 테르시아, 순혈단",게임 속 바바리안으로 살아남기,SCENE-130,"대비, 핵심",개인 자유를 위해 떠난 선택이 종족의 공공 권한 손실과 가족 방치를 남김,Yes,대비 포함 준비,높음,778~779화
463화 · 최상위 전투 권한의 효율과 충동·불신·통제 저하 비용을 같은 장부에서 계산하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae819a83bffda262ebc9c5,"순혈·계층 정수·정령왕 계약으로 압도적 사격 권한을 얻었지만 비요른은 충동, 불신, 자제력 저하 같은 정신 비용을 함께 계산한다. 실제 사격과 정령왕 능력은 효율과 위험을 동시에 증명한다.",2026년 8월 5일 오전 9:06,2026년 8월 5일,338~339화 전쟁 영웅 재회 / 346~347화 통제 인정,"228,540~228,750행",Yes,"비요른 얀델, 에르웬 포르나치 디 테르시아, 정령왕, 순혈 능력",게임 속 바바리안으로 살아남기,SCENE-128,"대비, 핵심",희귀 권한의 조합으로 전투력은 극대화됐지만 정신·관계 통제 비용이 누적됨,Yes,대비 포함 준비,높음,463화
347화 · 관계 합의 뒤에도 막힌 창문이 남고 숨긴 장비만 돌려주는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae819a83bffda262ebc9c5,통제 문제를 인정한 뒤에도 집의 창문은 판자로 막혀 있다. 에르웬은 비요른의 미궁 진입을 막으려 숨겼던 장비만 돌려주며 환경과 불신이 즉시 정상화되지 않았음을 보여 준다.,2026년 8월 5일 오전 9:06,2026년 8월 5일,346~347화 관계 경계 설정 / 후속 외부 활동 수용,"170,331~170,379행",Yes,"비요른 얀델, 에르웬 포르나치 디 테르시아, 은거 주택, 숨긴 장비",게임 속 바바리안으로 살아남기,SCENE-127,"대비, 후속",대화로 경계는 합의했지만 통제 환경과 불신의 물리적 흔적이 남아 있음,Yes,대비 포함 준비,높음,347화
431화 · 귀환 원정대를 특수 부대로 분류해 감시·격리하고 개선식까지 은폐 상태를 유지시키는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811eb5d5d2eba4b389c5,귀환자들은 왕가 특수부대라고 주장하고 보여 줄 장비와 숨길 장비를 나눈다. 왕가는 이들을 격리한 뒤 대중 관심과 개선식 성공을 이유로 이틀간 숨어 있으라고 요구한다.,2026년 8월 5일 오전 9:12,2026년 8월 5일,432화 개선식 영웅 서사 / 432~433화 공개 정체 충돌,"212,247~212,661행",Yes,"비요른 얀델, 아이스록 원정대, 테르세리온 후작, 왕가 특수 부대, 장미기사단",게임 속 바바리안으로 살아남기,SCENE-138,"선행, 핵심",장기 실종 원정대가 왕가·귀족·길드 이해가 얽힌 사건에서 대규모 전공과 위험한 증거를 갖고 귀환함,Yes,대비 포함 준비,높음,431화
232화 · 왕가 초대장이 반왕가 연대·현실적 수용·유가족 보상 요구를 동시에 불러오는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811eb5d5d2eba4b389c5,위로연 초대장 뒤 생존자들은 왕가에 맞서자거나 보상을 받으라고 서로 다른 요구를 한다. 유가족 보상까지 연결되며 비요른의 공개 태도가 개인 선택이 아닌 집단 결과가 된다.,2026년 8월 5일 오전 9:12,2026년 8월 5일,232화 회유 조건 / 433화 유가족 상실 잔여,"115,780~115,815행",Yes,"비요른 얀델, 야만인 부족장, 참사 생존자들, 유가족, 왕가",게임 속 바바리안으로 살아남기,SCENE-135,"대비, 후속",상징적 생존자의 공식 행사 참여가 왕가 불신·보상·유가족 이해에 영향을 줌,Yes,대비 포함 준비,중간,232화
231~232화 · 왕실 기사단의 도주 뒤 생존자 증언이 한 탐험가를 왕가가 회유해야 할 상징으로 만드는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811eb5d5d2eba4b389c5,왕실 기사단이 만 단위 탐험가를 버린 사실과 생존자들의 비요른 영웅 증언이 왕가 불신의 구심점을 만든다. 왕가는 제거보다 보상과 회유를 택한다.,2026년 8월 5일 오전 9:12,2026년 8월 5일,232화 작위·보상과 우호 연출 요구 / 338화 악령 공표,"115,251~115,325행",Yes,"비요른 얀델, 카일 페브로스크, 제3 왕실기사단, 참사 생존자들, 왕가",게임 속 바바리안으로 살아남기,SCENE-133,"선행, 핵심",왕실 조직의 실패가 공개되고 생존자들이 특정 탐험가를 영웅·구심점으로 말함,Yes,대비 포함 준비,높음,231~232화
340~341화 · 사망 뒤 악령 소문을 왕가가 승인한 기록을 정치 행위로 판정하고 공식 복귀를 보류하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811eb5d5d2eba4b389c5,"비요른은 검증 장치로 작위와 명성을 되찾을 수 있다고 보지만, 죽은 사람의 소문을 왕가가 굳이 승인한 행위에서 배후 목적을 읽는다. 정보 부족 때문에 검증대에 바로 오르지 않는다.",2026년 8월 5일 오전 9:12,2026년 8월 5일,338화 악령 공표 / 431~433화 개선식 공개 정체,"167,757~167,817행",Yes,"비요른 얀델, 왕가, 아우릴 가비스의 검증 수단, 흩어진 동료들",게임 속 바바리안으로 살아남기,SCENE-137,"대비, 핵심",공식 기록은 반박 가능해 보이지만 누가 왜 사망자의 악령 기록을 승인했는지 알 수 없음,Yes,대비 포함 준비,높음,340~341화
338화 · 왕가의 악령 공표 한 문장이 사망한 영웅을 전 사회의 제거 대상으로 바꾸는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811eb5d5d2eba4b389c5,아멜리아는 2년 전 왕가가 비요른을 악령으로 공표했다고 짧게 알린다. 과거 작위와 영웅 명성은 공식 문장 하나로 검증·귀환·관계 접근의 위험으로 뒤집힌다.,2026년 8월 5일 오전 9:12,2026년 8월 5일,340~341화 공식 기록 수습 보류 / 432~433화 공개 정체 회수,"166,323~166,337행",Yes,"비요른 얀델, 아멜리아 레인웨일즈, 왕가",게임 속 바바리안으로 살아남기,SCENE-136,"이탈, 핵심",영웅이 사망한 것으로 알려진 뒤 왕가가 소문을 공식 승인함,Yes,대비 포함 준비,높음,338화
232화 · 작위·보물창고·장비 보상과 공식 우호 연출 요구를 하나의 회유 조건으로 제시하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811eb5d5d2eba4b389c5,"왕가는 작위, 금혼보고 접근, 장비와 돈을 공적에 따라 제시한다. 직접 군 복무보다 논공행상 자리에서 왕가에 우호적인 모습을 보여 달라는 상징적 연출이 실제 대가다.",2026년 8월 5일 오전 9:12,2026년 8월 5일,231~232화 상징적 구심점 / 706~708화 작위의 복무 의무,"115,329~115,435행",Yes,"비요른 얀델, 카일 페브로스크, 왕가, 참사 생존자들",게임 속 바바리안으로 살아남기,SCENE-134,"대비, 핵심",왕가가 불신의 구심점이 될 영웅을 제거하지 않고 제도 안에 흡수하려 함,Yes,대비 포함 준비,높음,232화
432~433화 · 군중 앞 본명과 작위를 공개해 악령 기록과 영웅 행사의 위신을 충돌시키고 비밀 임무 서사를 강제하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811eb5d5d2eba4b389c5,후작이 왕가의 준남작으로 호명한 순간 비요른은 수천 귀족 앞에서 본명을 공개한다. 왕가는 행사를 부정할 수 없어 죽음과 악령 공표를 비밀 임무용 위장으로 즉시 다시 쓴다.,2026년 8월 5일 오전 9:12,2026년 8월 5일,338화 악령 공표 / 432화 개선식 영웅 서사 / 706화 작위 소집,"213,340~213,585행",Yes,"비요른 얀델, 테르세리온 후작, 왕가, 수천 귀족, 개선식 군중",게임 속 바바리안으로 살아남기,SCENE-140,"이탈, 핵심",왕가가 영웅 개선식을 공개 진행하는 자리에서 공식 악령 기록과 실제 생존자가 충돌함,Yes,대비 포함 준비,높음,432~433화
432화 · 빈 관과 생존자 행렬·연설로 왕가의 구조 실패를 비밀 임무 영웅 서사로 편집하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811eb5d5d2eba4b389c5,"개선식은 원래 죽은 것으로 처리한 원정대의 빈 관을 싣는 계획이었다. 실제 생존자가 돌아오자 귀족·길드 앞 행렬과 공적 호명, 왕가 찬사 연설로 실패와 협상 과정을 삭제한다.",2026년 8월 5일 오전 9:12,2026년 8월 5일,431화 귀환자 격리 / 432~433화 공개 본명 선언,"212,671~213,077행",Yes,"비요른 얀델, 아이스록 원정대, 테르세리온 후작, 왕가, 귀족·길드 고위층, 시민",게임 속 바바리안으로 살아남기,SCENE-139,"대비, 핵심",왕가가 구조하지 못한 귀환자들의 생존과 전공을 질서 유지에 유리한 공식 서사로 발표해야 함,Yes,대비 포함 준비,높음,432화
707~708화 · 작위 귀족의 강제 분리 전에 투표로 부단장을 세우고 최종 판단·결과 책임을 넘기는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811eb5d5d2eba4b389c5,군사령부 편입으로 단장이 클랜과 떨어질 수 있어 비밀 투표로 부단장을 정한다. 선출 뒤 모두의 도움과 별개로 최종 판단과 결과 책임이 부단장에게 있음을 명확히 한다.,2026년 8월 5일 오전 9:12,2026년 8월 5일,706~707화 전시 소집 / 708화 군단 편입,"334,780~334,883행",Yes,"비요른 얀델, 베르실 고울랜드, 멜란드 카이슬란, 아멜리아 레인웨일즈, 아나바다 클랜원",게임 속 바바리안으로 살아남기,SCENE-143,"대비, 핵심",외부 제도가 단장을 강제 분리할 수 있어 조직 내부 지휘권 승계가 필요함,Yes,대비 포함 준비,중간,707~708화
708화 · 영웅 작위가 하급 전투원의 보호 기대와 군사 지휘부 접근·복무 의무를 동시에 만드는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811eb5d5d2eba4b389c5,도시 전선의 탐험가들은 현역 탐험가 출신 남작이 자신들을 버리지 않을 후견인이라 기대한다. 기사와 군단장은 작위 호칭으로 비요른을 지휘부에 들이고 클랜·개인을 군단과 군사령부에 편입한다.,2026년 8월 5일 오전 9:12,2026년 8월 5일,232화 작위 회유 / 706~707화 소집 의무,"334,960~335,150행",Yes,"비요른 얀델, 아나바다 클랜, 베르실 고울랜드, 제4 왕실기사단, 제3 군단장, 군사령부, 전선 탐험가들",게임 속 바바리안으로 살아남기,SCENE-144,"핵심, 후속",영웅 명성과 작위를 가진 현역 탐험가가 전시 소집에 응해 도시 전선에 나타남,Yes,대비 포함 준비,높음,708화
706~707화 · 과거 작위가 전시 소집·군사 편입·탈영 처벌·클랜 보호 가능성으로 동시에 현실화되는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811eb5d5d2eba4b389c5,"왕가 공문은 모든 클랜을 소집하고 작위 귀족을 군사령부에 편입시킨다. 불응하면 클랜은 사형 위험을 지고 작위는 회수될 수 있지만, 작위가 남아야 클랜원의 처벌을 막을 여지도 생긴다.",2026년 8월 5일 오전 9:12,2026년 8월 5일,232화 작위 회유 / 707~708화 부단장 선출 / 708화 후견 기대,"334,341~334,510행",Yes,"비요른 얀델, 아나바다 클랜, 멜란드 카이슬란, 왕가, 군사령부",게임 속 바바리안으로 살아남기,SCENE-142,"핵심, 후속",작위 귀족이 이끄는 클랜이 전시 소집령을 늦게 확인하고 단장·클랜 분리 위험에 놓임,Yes,대비 포함 준비,높음,706~707화
433화 · 화려한 개선식 뒤 유가족의 상실과 구조 실패 책임이 남아 영웅 서사의 삭제 한계를 드러내는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae811eb5d5d2eba4b389c5,개선식에서 사망자 이름과 사죄가 공개됐지만 유가족은 많은 죽음을 기억한다. 비요른은 그들에게 왕가와 싸우라는 짐을 지울 수 없다고 판단해 공식 영웅 서사가 책임을 완전히 지우지 못함을 남긴다.,2026년 8월 5일 오전 9:12,2026년 8월 5일,232화 유가족 보상 요구 / 432화 개선식 서사,"213,680~213,735행",Yes,"비요른 얀델, 아이스록 원정 사망자 유가족, 개선식 참가자, 왕가",게임 속 바바리안으로 살아남기,SCENE-141,"대비, 실패",공식 개선식이 전공과 사죄를 연출했지만 실제 희생과 구조 실패는 남아 있음,Yes,대비 포함 준비,중간,433화
148화 · 살해 금지 계약을 우회해 복수 대상을 죽게 만들고 기억을 지우는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81a1899bceec7c09794d,아멜리아는 직접 살해를 금지한 계약을 지키면서도 리갈 바고스가 죽을 상황을 만든다. 전리품을 회수한 뒤 최고급 기억 삭제 환단을 먹여 자기 개입 흔적까지 제거한다.,2026년 8월 5일 오전 9:24,2026년 8월 5일,276~277화 협박자 제거 / 300~301화 어린 젠시아 기억 삭제,"71,555~71,729행",Yes,"아멜리아 레인웨일즈, 리갈 바고스, 노아르크 연금술사, 순찰자",게임 속 바바리안으로 살아남기,SCENE-145,"선행, 핵심",복수 대상과의 계약이 직접 살해를 금지하지만 치명상 상태와 기억 삭제 수단을 이용할 수 있음,Yes,대비 포함 준비,높음,148화
278~280화 · 불확실한 탈출 계획에 합의하고 전위·극딜 역할을 반복 이행하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81a1899bceec7c09794d,"비요른은 실패 대비까지 포함한 위험한 탈출 계획을 설명한다. 아멜리아는 목소리와 계산을 검토한 뒤 동의하고, 여러 웨이브에서 비요른의 전위와 자신의 극딜 역할을 반복 이행한다.",2026년 8월 5일 오전 9:24,2026년 8월 5일,277화 해독제·불신 / 280~281화 둘만 미끼 잔류,"138,393~139,200행",Yes,"비요른 얀델, 아멜리아 레인웨일즈, 아루아 레이븐, 미샤 칼스타인, 아이나르, 에르웬 포르나치 디 테르시아, 파츠란, 신관과 일행",게임 속 바바리안으로 살아남기,SCENE-149,"핵심, 후속",생존 가능성이 불확실한 계획에 과거 적대자를 포함한 집단의 역할 합의가 필요함,Yes,대비 포함 준비,높음,278~280화
281~282화 · 표류 전투에서 방어·극딜·밧줄·귀환 자원을 나누며 공동 생존하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81a1899bceec7c09794d,비요른과 아멜리아는 폭풍과 보스 공격 속에서 방어·극딜·신체 고정·귀환 자원을 나눈다. 생존 뒤에도 숙원 물건의 용도와 비밀은 공개되지 않아 협력과 정보 경계가 동시에 남는다.,2026년 8월 5일 오전 9:24,2026년 8월 5일,280~281화 미끼 잔류 / 285화 귀환 방법 협상,"139,425~140,179행",Yes,"비요른 얀델, 아멜리아 레인웨일즈, 스톰거쉬, 벨버슨 에르프너의 장비와 숙원 물건",게임 속 바바리안으로 살아남기,SCENE-151,"핵심, 후속",둘만 남아 광역 공격과 표류를 버티며 제한된 방어·공격·고정 자원을 조합해야 함,Yes,대비 포함 준비,높음,281~282화
280~281화 · 동료를 먼저 배에 태우고 빚과 성공 계산 때문에 둘만 미끼로 남는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81a1899bceec7c09794d,비요른은 부상자와 동료를 먼저 배에 묶어 탈출시킨다. 아멜리아는 구조받은 빚과 계획 성공 가능성을 모두 이유로 들어 비요른과 함께 마지막 미끼 역할에 남는다.,2026년 8월 5일 오전 9:24,2026년 8월 5일,278~280화 역할 합의 / 281~282화 표류 공동 생존,"139,227~139,379행",Yes,"비요른 얀델, 아멜리아 레인웨일즈, 아루아 레이븐, 미샤 칼스타인, 아이나르, 파츠란, 부상한 일행",게임 속 바바리안으로 살아남기,SCENE-150,"대비, 핵심",대부분의 동료를 먼저 탈출시키려면 둘이 남아 적과 위험을 끌어야 함,Yes,대비 포함 준비,높음,280~281화
276~277화 · 협박자의 정보 독점을 대체 심문 경로로 깨고 인질 편을 택하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81a1899bceec7c09794d,벨버슨은 숙원 관련 물건을 숨겼다며 아멜리아의 협력을 강요한다. 아멜리아는 동생에게서 위치를 캐낼 수 있다는 대체 경로를 계산해 협박자를 제거하고 비요른 쪽을 택한다.,2026년 8월 5일 오전 9:24,2026년 8월 5일,277화 해독제 제공 / 278~280화 공동 전투,"136,863~136,965행",Yes,"비요른 얀델, 아멜리아 레인웨일즈, 벨버슨 에르프너, 인질 일행",게임 속 바바리안으로 살아남기,SCENE-146,"대비, 핵심",협박자가 숙원 관련 정보와 인질을 동시에 독점하지만 정보 획득의 다른 경로가 존재함,Yes,대비 포함 준비,높음,276~277화
277화 · 자기 절단 팔을 붙인 뒤 부상한 인질의 생존 상태를 확인하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81a1899bceec7c09794d,아멜리아는 전투 직후 자기 잘린 팔을 시체의 보관 공간에서 꺼내 붙인다. 자기 상태 설명보다 비요른의 부상과 동료들의 생존 여부로 시선을 돌려 구조 이후의 실제 상태를 확인한다.,2026년 8월 5일 오전 9:24,2026년 8월 5일,276~277화 협박자 제거 / 277화 해독제 제공,"136,973~137,033행",Yes,"비요른 얀델, 아멜리아 레인웨일즈, 미샤 칼스타인, 벨버슨 에르프너",게임 속 바바리안으로 살아남기,SCENE-147,"대비, 후속",구조자는 팔이 절단됐고 인질은 극독과 중상으로 의식이 흐린 상태,Yes,대비 포함 준비,높음,277화
277화 · 적의 가방에서 해독제를 찾아 건네지만 과거 약탈 때문에 집단 불신이 남는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81a1899bceec7c09794d,아멜리아는 극독에 중독된 비요른을 살릴 해독제를 적의 가방에서 찾아 건넨다. 구조와 메인 딜러 역할을 수행해도 파츠란과 일행은 과거 약탈·배신 이력 때문에 무기를 거두지 않고 감시를 유지한다.,2026년 8월 5일 오전 9:24,2026년 8월 5일,277화 구조 후 상태 확인 / 278~280화 역할 이행,"137,209~137,317행",Yes,"비요른 얀델, 아멜리아 레인웨일즈, 파츠란, 에르웬 포르나치 디 테르시아, 미샤 칼스타인, 신관과 일행",게임 속 바바리안으로 살아남기,SCENE-148,"대비, 핵심",적대적 약탈자가 생존에 필요한 해독제와 전투력을 제공하지만 과거 범죄가 공유됨,Yes,대비 포함 준비,높음,277화
305~306화 · 가족 구출과 신분 해결을 조건으로 미래 동료 약속을 체결하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81a1899bceec7c09794d,비요른은 언니 구출과 신분 제약 해결을 돕겠다고 제안한다. 아멜리아는 두 조건이 충족되고 함께 있어도 문제가 없는 상태가 되면 동료가 되겠다고 답한다.,2026년 8월 5일 오전 9:25,2026년 8월 5일,305화 복수 기원 공개 / 후속 상호 정보 공개,"151,281~151,409행",Yes,"비요른 얀델, 아멜리아 레인웨일즈, 아멜리아의 언니",게임 속 바바리안으로 살아남기,SCENE-158,"핵심, 후속",반복 협력은 성립했지만 가족 생존·신분·현재 동료 안전 문제가 해결되지 않음,Yes,대비 포함 준비,높음,305~306화
302화 · 신뢰 확인과 배신 방지용 약점 확보를 함께 인정하고 복수·귀환 목표를 분리하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81a1899bceec7c09794d,아멜리아는 정체를 캐낸 이유가 믿을 수 있는지 알고 싶어서이면서 배신 방지용 약점을 갖기 위해서였다고 함께 인정한다. 이어 복수와 귀환 목표를 별도 장부로 유지한다.,2026년 8월 5일 오전 9:25,2026년 8월 5일,301~302화 정체 검증 / 305화 복수 기원 공개,"150,329~150,503행",Yes,"비요른 얀델, 아멜리아 레인웨일즈",게임 속 바바리안으로 살아남기,SCENE-156,"대비, 핵심",상대 정체를 확인했지만 과거 적대와 미래 배신 가능성이 남아 있음,Yes,대비 포함 준비,높음,302화
287화 · 세 주 뒤 필요한 자원과 조사 결과를 실제로 가져와 약속 이행을 증명하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81a1899bceec7c09794d,아멜리아는 정한 시점에 돌아와 귀환에 필요한 자원과 조사 결과를 가져온다. 신뢰는 호칭이나 감정이 아니라 약속한 준비를 실제로 수행한 결과로 갱신된다.,2026년 8월 5일 오전 9:25,2026년 8월 5일,285화 귀환 협상 / 301~302화 정체 검증,"142,543~142,579행",Yes,"비요른 얀델, 아멜리아 레인웨일즈",게임 속 바바리안으로 살아남기,SCENE-153,"핵심, 후속",고위험 귀환 계획을 위해 정해진 기한 내 조사와 자원 준비가 필요함,Yes,대비 포함 준비,중간,287화
285화 · 원래 시간대로 돌아가기 위한 방법·위험·상호 의존을 협상하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81a1899bceec7c09794d,"비요른과 아멜리아는 귀환 방법의 조건, 실패 위험, 필요한 자원과 역할을 분리해 협상한다. 어느 한쪽도 혼자 해결할 수 없어 정보와 실행을 교환한다.",2026년 8월 5일 오전 9:25,2026년 8월 5일,281~282화 공동 생존 / 287화 약속 이행,"141,713~141,893행",Yes,"비요른 얀델, 아멜리아 레인웨일즈, 시간 이동 관련 자원과 정보",게임 속 바바리안으로 살아남기,SCENE-152,"대비, 핵심",둘 다 원래 시간대로 돌아가야 하지만 방법과 자원을 서로 나눠 가지고 있음,Yes,대비 포함 준비,높음,285화
300~301화 · 미래 적대자의 어린 육체를 죽이지 않고 기억 삭제로 위험을 우회하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81a1899bceec7c09794d,미래의 위험 인물이 어린 육체로 나타나자 아멜리아는 즉시 죽이는 대신 기억 삭제를 시도한다. 현재의 위협 수준과 미래 책임을 분리해 덜 치명적인 우회책을 먼저 택한다.,2026년 8월 5일 오전 9:25,2026년 8월 5일,148화 기억 삭제 / 301~302화 삭제 실패와 정체 검증,"149,705~150,081행",Yes,"비요른 얀델, 아멜리아 레인웨일즈, 어린 젠시아",게임 속 바바리안으로 살아남기,SCENE-154,"대비, 이탈",미래에는 적대자지만 현재는 어린 육체이며 기억 삭제 수단이 있음,Yes,대비 포함 준비,높음,300~301화
301~302화 · 기억 삭제 실패를 단서로 정체를 추론하고 진실 장치로 직접 검증하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81a1899bceec7c09794d,기억 삭제가 통하지 않은 과거 사례를 되짚어 아멜리아는 비요른의 정체를 추론한다. 추측에 멈추지 않고 진실 장치와 질문 순서로 직접 검증한다.,2026년 8월 5일 오전 9:25,2026년 8월 5일,300~301화 기억 삭제 실패 / 302화 약점 확보와 목표 분리,"150,001~150,321행",Yes,"비요른 얀델, 아멜리아 레인웨일즈, 진실 검증 장치",게임 속 바바리안으로 살아남기,SCENE-155,"대비, 핵심",과거의 기억 삭제 실패와 현재 행동이 동일 인물 가설을 지지하지만 확정 증거는 없음,Yes,대비 포함 준비,높음,301~302화
305화 · 가족 상실과 약탈자 이력을 공개해 복수 목표의 기원을 설명하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81a1899bceec7c09794d,"아멜리아는 가족 상실, 언니 문제, 약탈자 시절의 선택을 순서대로 공개한다. 과거 범죄를 지우지 않은 채 복수 목표가 어디서 생겼는지를 설명한다.",2026년 8월 5일 오전 9:25,2026년 8월 5일,302화 목표 분리 / 305~306화 조건부 동료 약속,"150,947~151,279행",Yes,"아멜리아 레인웨일즈, 비요른 얀델, 아멜리아의 언니와 가족, 오르큘리스 관련 인물들",게임 속 바바리안으로 살아남기,SCENE-157,"핵심, 후속",정체와 약점을 확인한 뒤 장기 복수 목표의 기원과 책임을 설명할 필요가 있음,Yes,대비 포함 준비,높음,305화
124화 · 고급 생존 정보와 익명 정보망 접근권을 제공하면서 장기 목적은 숨기는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8104b078e11d53f587b3,동향인에게 생존 정보와 원탁 접근권을 열어 주지만 자기 세력·현실 정체·귀환 계획은 공개하지 않는다.,2026년 8월 5일 오전 9:35,2026년 8월 5일,124화 동향인 인증 / 435~436화 상호 정체 확인,"59,883~59,989행",Yes,"비요른 얀델, 이백호, 원탁의 감시자와 참가자들",게임 속 바바리안으로 살아남기,SCENE-160,"대비, 후속",동향인에게 유용한 정보는 줄 수 있지만 장기 계획 공개는 위험함,Yes,대비 포함 준비,높음,124화
312~313화 · 동료를 심문한 뒤 소생 가능성을 제안해 장기 협력의 문을 여는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8104b078e11d53f587b3,상실한 동료를 되살릴 수 있다는 정보를 제시해 절망한 인물에게 장기 협력 가능성을 연다. 약속의 실행 시점과 조건은 제공자가 쥔다.,2026년 8월 5일 오전 9:35,2026년 8월 5일,340화 구원 계약 / 477화 지연·종속 반례,"154,743~154,903행",Yes,"이백호, 에르웬 포르나치 디 테르시아, 미샤 칼스타인 관련 정보",게임 속 바바리안으로 살아남기,SCENE-163,"선행, 핵심",상실한 동료를 되살릴 희망이 절실하고 제공자가 방법과 시점을 독점함,Yes,대비 포함 준비,높음,312~313화
250~251화 · 현실 조우에서 공격과 떠보기를 병행해 정체를 강제 확인하고 일부만 공개하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8104b078e11d53f587b3,상대가 같은 출신인지 확신하지 못한 채 공격·질문·반응 확인을 반복한다. 정체를 확인한 뒤에도 필요한 층만 공개한다.,2026년 8월 5일 오전 9:35,2026년 8월 5일,124화 동향인 인증 / 251화 현실에서는 남으로 지내는 경계,"124,851~125,079행",Yes,"비요른 얀델, 이백호, 현실 공간의 접속자들",게임 속 바바리안으로 살아남기,SCENE-161,"대비, 핵심",현실 공간에서 조우했지만 상대의 실제 정체와 의도를 확정할 수 없음,Yes,대비 포함 준비,높음,250~251화
340화 · 소생 약속과 증언·전투 역할을 묶어 배신하기 어려운 계약을 만드는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8104b078e11d53f587b3,소생 가능성을 미끼로 증언·훈련·전투 역할을 묶는다. 구원 희망이 떠날 수 없는 종속 장치로 변한다.,2026년 8월 5일 오전 9:35,2026년 8월 5일,312~313화 소생 제안 / 477화 계약 지연 반례,"167,359~167,479행",Yes,"이백호, 에르웬 포르나치 디 테르시아, 비요른 얀델 관련 증언",게임 속 바바리안으로 살아남기,SCENE-164,"대비, 실패, 핵심",계약 대상이 상실한 사람을 되살릴 희망 때문에 제안을 거절하기 어려움,Yes,대비 포함 준비,높음,340화
